ID	Plate	Time	Well	OD	Passage	Compound	Concentration	Solvent
A5_Plate_3	Plate_3	2	A5	0.274	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	13	A5	0.745	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	9	A5	0.722	17	Permethrin	25	DMSO
A5_Plate_3	Plate_3	48	A5	0.837	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	15	A5	0.738	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	8	A5	0.718	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	1	A5	0.291	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	4	A5	0.621	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	49	A5	0.839	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	2	A5	0.461	7	Permethrin	25	DMSO
A5_Plate_3	Plate_3	2	A5	0.419	17	Permethrin	25	DMSO
A5_Plate_3	Plate_3	10	A5	0.746	7	Permethrin	25	DMSO
A5_Plate_3	Plate_3	9	A5	0.724	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	1	A5	0.32	7	Permethrin	25	DMSO
A5_Plate_3	Plate_3	15	A5	0.746	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	7	A5	0.685	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	8	A5	0.706	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	20	A5	0.773	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	5	A5	0.66	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	4	A5	0.624	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	12	A5	0.768	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	9	A5	0.738	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	15	A5	0.763	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	28	A5	0.784	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	9	A5	0.728	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	6	A5	0.628	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	15	A5	0.748	7	Permethrin	25	DMSO
A5_Plate_3	Plate_3	17	A5	0.739	17	Permethrin	25	DMSO
A5_Plate_3	Plate_3	13	A5	0.738	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	7	A5	0.701	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	20	A5	0.726	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	2	A5	0.513	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	15	A5	0.743	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	22	A5	0.74	17	Permethrin	25	DMSO
A5_Plate_3	Plate_3	4	A5	0.398	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	2	A5	0.535	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	5	A5	0.538	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	6	A5	0.671	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	47	A5	0.835	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	5	A5	0.646	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	0	A5	0.227	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	23	A5	0.715	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	19	A5	0.763	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	32	A5	0.792	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	5	A5	0.651	7	Permethrin	25	DMSO
A5_Plate_3	Plate_3	21	A5	0.732	17	Permethrin	25	DMSO
A5_Plate_3	Plate_3	0	A5	0.242	17	Permethrin	25	DMSO
A5_Plate_3	Plate_3	20	A5	0.717	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	10	A5	0.737	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	11	A5	0.719	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	2	A5	0.459	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	20	A5	0.732	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	30	A5	0.788	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	6	A5	0.699	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	20	A5	0.749	7	Permethrin	25	DMSO
A5_Plate_3	Plate_3	7	A5	0.642	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	22	A5	0.707	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	13	A5	0.754	7	Permethrin	25	DMSO
A5_Plate_3	Plate_3	14	A5	0.742	17	Permethrin	25	DMSO
A5_Plate_3	Plate_3	36	A5	0.8	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	4	A5	0.47	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	34	A5	0.795	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	29	A5	0.786	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	18	A5	0.736	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	1	A5	0.329	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	9	A5	0.726	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	19	A5	0.727	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	0	A5	0.197	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	14	A5	0.751	7	Permethrin	25	DMSO
A5_Plate_3	Plate_3	18	A5	0.774	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	13	A5	0.773	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	16	A5	0.735	0	Permethrin	25	DMSO
A5_Plate_3	Plate_3	5	A5	0.652	17	Permethrin	25	DMSO
A5_Plate_3	Plate_3	3	A5	0.556	20	Permethrin	25	DMSO
A5_Plate_3	Plate_3	46	A5	0.833	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	22	A5	0.722	10	Permethrin	25	DMSO
A5_Plate_3	Plate_3	20	A5	0.769	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	21	A5	0.772	4	Permethrin	25	DMSO
A5_Plate_3	Plate_3	33	A5	0.794	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	22	A5	0.774	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	17	A5	0.775	14	Permethrin	25	DMSO
A5_Plate_3	Plate_3	14	A5	0.749	10	Permethrin	25	DMSO
A5_Plate_4	Plate_4	10	A5	0.689	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	3	A5	0.386	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	9	A5	0.714	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	11	A5	0.82	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	14	A5	0.828	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	23	A5	0.781	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	14	A5	0.73	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	6	A5	0.676	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	16	A5	0.754	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	18	A5	0.811	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	15	A5	0.73	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	4	A5	0.667	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	23	A5	0.83	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	4	A5	0.54	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	22	A5	0.8	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	7	A5	0.709	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	0	A5	0.227	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	13	A5	0.83	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	21	A5	0.728	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	22	A5	0.727	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	0	A5	0.204	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	18	A5	0.733	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	22	A5	0.813	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	17	A5	0.816	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	15	A5	0.827	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	19	A5	0.779	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	13	A5	0.736	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	11	A5	0.738	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	8	A5	0.796	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	7	A5	0.755	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	18	A5	0.782	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	38	A5	0.893	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	3	A5	0.468	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	20	A5	0.77	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	7	A5	0.583	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	12	A5	0.733	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	23	A5	0.813	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	17	A5	0.734	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	19	A5	0.823	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	11	A5	0.812	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	6	A5	0.692	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	2	A5	0.454	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	11	A5	0.729	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	3	A5	0.266	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	27	A5	0.844	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	8	A5	0.773	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	35	A5	0.877	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	18	A5	0.729	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	2	A5	0.395	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	1	A5	0.316	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	24	A5	0.835	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	46	A5	0.925	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	11	A5	0.769	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	15	A5	0.826	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	36	A5	0.882	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	31	A5	0.861	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	2	A5	0.599	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	39	A5	0.898	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	22	A5	0.736	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	7	A5	0.682	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	14	A5	0.737	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	20	A5	0.823	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	15	A5	0.777	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	23	A5	0.804	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	42	A5	0.91	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	5	A5	0.753	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	4	A5	0.721	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	0	A5	0.233	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	9	A5	0.75	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	15	A5	0.82	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	10	A5	0.724	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	19	A5	0.81	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	47	A5	0.93	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	12	A5	0.827	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	19	A5	0.724	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	21	A5	0.83	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	8	A5	0.791	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	12	A5	0.773	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	20	A5	0.79	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	21	A5	0.812	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	13	A5	0.749	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	44	A5	0.917	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	12	A5	0.744	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	17	A5	0.826	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	7	A5	0.7	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	14	A5	0.818	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	25	A5	0.836	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	16	A5	0.827	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	32	A5	0.865	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	3	A5	0.683	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	12	A5	0.818	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	23	A5	0.836	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	48	A5	0.931	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	21	A5	0.826	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	16	A5	0.733	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	2	A5	0.514	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	20	A5	0.83	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	16	A5	0.778	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	12	A5	0.719	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	6	A5	0.758	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	28	A5	0.848	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	4	A5	0.697	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	12	A5	0.824	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	9	A5	0.814	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	20	A5	0.811	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	4	A5	0.51	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	9	A5	0.663	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	10	A5	0.805	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	41	A5	0.907	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	13	A5	0.817	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	7	A5	0.773	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	19	A5	0.825	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	5	A5	0.628	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	3	A5	0.525	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	23	A5	0.741	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	8	A5	0.63	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	17	A5	0.781	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	11	A5	0.706	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	11	A5	0.826	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	17	A5	0.821	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	29	A5	0.852	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	0	A5	0.197	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	17	A5	0.755	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	5	A5	0.757	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	8	A5	0.703	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	16	A5	0.819	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	16	A5	0.823	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	21	A5	0.773	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	8	A5	0.733	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	45	A5	0.923	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	43	A5	0.915	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	13	A5	0.724	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	18	A5	0.825	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	1	A5	0.297	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	4	A5	0.34	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	9	A5	0.793	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	33	A5	0.869	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	2	A5	0.549	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	17	A5	0.733	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	1	A5	0.288	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	24	A5	0.809	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	1	A5	0.342	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	6	A5	0.769	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	22	A5	0.833	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	1	A5	0.36	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	1	A5	0.24	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	40	A5	0.903	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	0	A5	0.232	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	16	A5	0.735	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	2	A5	0.297	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	22	A5	0.777	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	22	A5	0.827	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	13	A5	0.776	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	20	A5	0.733	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	1	A5	0.207	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	10	A5	0.728	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	3	A5	0.599	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	37	A5	0.887	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	23	A5	0.732	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	19	A5	0.759	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	5	A5	0.772	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	8	A5	0.7	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	30	A5	0.857	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	9	A5	0.715	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	10	A5	0.822	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	0	A5	0.236	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	21	A5	0.793	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	14	A5	0.752	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	0	A5	0.216	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	19	A5	0.733	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	5	A5	0.669	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	13	A5	0.829	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	5	A5	0.633	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	6	A5	0.737	10	Water_control	0	Water_control
A5_Plate_4	Plate_4	49	A5	0.936	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	6	A5	0.508	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	5	A5	0.409	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	4	A5	0.587	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	10	A5	0.813	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	14	A5	0.828	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	6	A5	0.682	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	24	A5	0.733	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	18	A5	0.819	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	15	A5	0.738	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	20	A5	0.723	17	Water_control	0	Water_control
A5_Plate_4	Plate_4	26	A5	0.84	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	34	A5	0.873	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	10	A5	0.76	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	3	A5	0.582	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	9	A5	0.8	4	Water_control	0	Water_control
A5_Plate_4	Plate_4	21	A5	0.734	0	Water_control	0	Water_control
A5_Plate_4	Plate_4	14	A5	0.776	20	Water_control	0	Water_control
A5_Plate_4	Plate_4	15	A5	0.753	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	7	A5	0.776	14	Water_control	0	Water_control
A5_Plate_4	Plate_4	18	A5	0.757	7	Water_control	0	Water_control
A5_Plate_4	Plate_4	2	A5	0.218	0	Water_control	0	Water_control
A6_Plate_1	Plate_1	40	A6	0.794	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	17	A6	0.75	7	Aspirin	25	DMSO
A6_Plate_1	Plate_1	12	A6	0.802	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	7	A6	0.711	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	6	A6	0.679	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	17	A6	0.71	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	5	A6	0.342	0	Aspirin	25	DMSO
A6_Plate_1	Plate_1	2	A6	0.517	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	20	A6	0.743	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	30	A6	0.764	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	18	A6	0.743	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	42	A6	0.801	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	12	A6	0.74	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	32	A6	0.768	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	8	A6	0.707	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	24	A6	0.784	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	21	A6	0.745	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	15	A6	0.718	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	17	A6	0.791	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	13	A6	0.798	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	21	A6	0.712	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	9	A6	0.742	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	18	A6	0.71	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	31	A6	0.766	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	10	A6	0.732	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	49	A6	0.82	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	34	A6	0.772	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	22	A6	0.648	0	Aspirin	25	DMSO
A6_Plate_1	Plate_1	13	A6	0.67	0	Aspirin	25	DMSO
A6_Plate_1	Plate_1	20	A6	0.748	7	Aspirin	25	DMSO
A6_Plate_1	Plate_1	11	A6	0.801	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	22	A6	0.714	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	9	A6	0.709	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	7	A6	0.707	7	Aspirin	25	DMSO
A6_Plate_1	Plate_1	16	A6	0.714	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	19	A6	0.78	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	5	A6	0.66	7	Aspirin	25	DMSO
A6_Plate_1	Plate_1	33	A6	0.769	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	20	A6	0.71	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	6	A6	0.7	7	Aspirin	25	DMSO
A6_Plate_1	Plate_1	38	A6	0.786	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	12	A6	0.708	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	10	A6	0.747	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	29	A6	0.761	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	8	A6	0.718	7	Aspirin	25	DMSO
A6_Plate_1	Plate_1	48	A6	0.817	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	16	A6	0.677	0	Aspirin	25	DMSO
A6_Plate_1	Plate_1	19	A6	0.746	7	Aspirin	25	DMSO
A6_Plate_1	Plate_1	6	A6	0.629	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	12	A6	0.747	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	39	A6	0.79	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	1	A6	0.4	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	21	A6	0.653	0	Aspirin	25	DMSO
A6_Plate_1	Plate_1	11	A6	0.654	0	Aspirin	25	DMSO
A6_Plate_1	Plate_1	16	A6	0.714	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	23	A6	0.644	0	Aspirin	25	DMSO
A6_Plate_1	Plate_1	16	A6	0.749	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	3	A6	0.631	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	8	A6	0.695	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	23	A6	0.717	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	19	A6	0.744	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	13	A6	0.711	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	0	A6	0.218	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	7	A6	0.722	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	0	A6	0.26	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	15	A6	0.787	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	11	A6	0.744	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	9	A6	0.79	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	4	A6	0.542	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	28	A6	0.759	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	10	A6	0.8	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	3	A6	0.411	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	17	A6	0.745	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	4	A6	0.681	17	Aspirin	25	DMSO
A6_Plate_1	Plate_1	4	A6	0.67	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	23	A6	0.747	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	9	A6	0.681	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	23	A6	0.716	20	Aspirin	25	DMSO
A6_Plate_1	Plate_1	12	A6	0.664	0	Aspirin	25	DMSO
A6_Plate_1	Plate_1	14	A6	0.758	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	37	A6	0.783	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	15	A6	0.753	4	Aspirin	25	DMSO
A6_Plate_1	Plate_1	20	A6	0.711	10	Aspirin	25	DMSO
A6_Plate_1	Plate_1	19	A6	0.742	14	Aspirin	25	DMSO
A6_Plate_1	Plate_1	14	A6	0.677	0	Aspirin	25	DMSO
