ID	Plate	Time	Well	OD	Passage	Compound	Concentration	Solvent
A1_Plate_1	Plate_1	0	A1	0.189	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	13	A1	0.839	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	7	A1	0.646	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	19	A1	0.743	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	16	A1	0.852	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	23	A1	0.857	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	2	A1	0.418	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	8	A1	0.645	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	12	A1	0.829	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	14	A1	0.665	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	18	A1	0.833	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	35	A1	0.976	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	3	A1	0.46	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	22	A1	0.876	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	16	A1	0.858	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	9	A1	0.51	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	30	A1	0.96	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	13	A1	0.795	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	49	A1	0.992	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	17	A1	0.852	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	4	A1	0.294	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	11	A1	0.775	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	23	A1	0.756	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	14	A1	0.858	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	20	A1	0.863	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	44	A1	0.988	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	6	A1	0.55	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	12	A1	0.824	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	16	A1	0.858	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	18	A1	0.733	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	22	A1	0.852	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	1	A1	0.328	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	7	A1	0.572	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	20	A1	0.877	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	13	A1	0.64	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	15	A1	0.87	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	34	A1	0.974	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	2	A1	0.433	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	21	A1	0.867	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	16	A1	0.705	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	8	A1	0.466	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	15	A1	0.802	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	12	A1	0.769	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	10	A1	0.707	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	9	A1	0.733	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	20	A1	0.872	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	3	A1	0.257	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	7	A1	0.498	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	10	A1	0.757	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	22	A1	0.754	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	43	A1	0.987	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	5	A1	0.49	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	11	A1	0.8	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	24	A1	0.911	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	17	A1	0.72	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	38	A1	0.982	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	21	A1	0.848	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	6	A1	0.51	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	0	A1	0.266	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	12	A1	0.609	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	19	A1	0.872	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	19	A1	0.817	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	16	A1	0.833	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	9	A1	0.715	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	13	A1	0.844	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	5	A1	0.432	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	7	A1	0.443	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	11	A1	0.73	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	9	A1	0.627	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	15	A1	0.851	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	9	A1	0.755	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	2	A1	0.225	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	4	A1	0.418	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	9	A1	0.729	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	21	A1	0.752	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	42	A1	0.987	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	6	A1	0.469	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	10	A1	0.765	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	4	A1	0.465	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	7	A1	0.491	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	23	A1	0.83	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	20	A1	0.841	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	37	A1	0.98	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	5	A1	0.465	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	17	A1	0.86	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	18	A1	0.866	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	11	A1	0.576	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	15	A1	0.825	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	13	A1	0.838	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	19	A1	0.86	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	13	A1	0.852	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	6	A1	0.405	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	27	A1	0.94	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	10	A1	0.676	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	14	A1	0.847	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	46	A1	0.99	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	1	A1	0.199	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	8	A1	0.695	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	8	A1	0.694	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	20	A1	0.748	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	10	A1	0.779	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	5	A1	0.455	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	3	A1	0.45	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	8	A1	0.547	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	6	A1	0.451	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	15	A1	0.688	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	19	A1	0.837	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	36	A1	0.98	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	4	A1	0.443	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	23	A1	0.885	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	17	A1	0.862	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	10	A1	0.541	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	31	A1	0.965	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	14	A1	0.815	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	18	A1	0.855	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	11	A1	0.809	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	5	A1	0.332	0	Acarbose	25	DMSO
A1_Plate_1	Plate_1	12	A1	0.787	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	9	A1	0.611	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	21	A1	0.824	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	14	A1	0.851	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	45	A1	0.989	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	7	A1	0.622	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	29	A1	0.955	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	16	A1	0.804	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	2	A1	0.28	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	40	A1	0.985	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	4	A1	0.467	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	5	A1	0.424	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	21	A1	0.884	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	2	A1	0.471	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	16	A1	0.876	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	22	A1	0.89	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	13	A1	0.793	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	5	A1	0.52	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	15	A1	0.857	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	7	A1	0.578	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	6	A1	0.585	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	11	A1	0.772	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	2	A1	0.335	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	18	A1	0.862	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	21	A1	0.877	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	2	A1	0.345	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	33	A1	0.971	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	20	A1	0.822	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	17	A1	0.832	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	14	A1	0.857	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	25	A1	0.917	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	28	A1	0.949	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	1	A1	0.241	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	1	A1	0.25	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	39	A1	0.983	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	3	A1	0.437	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	17	A1	0.807	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	1	A1	0.366	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	19	A1	0.868	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	18	A1	0.812	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	22	A1	0.888	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	0	A1	0.262	7	Acarbose	25	DMSO
A1_Plate_1	Plate_1	24	A1	0.909	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	3	A1	0.451	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	6	A1	0.497	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	18	A1	0.875	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	24	A1	0.835	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	19	A1	0.877	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	0	A1	0.261	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	10	A1	0.795	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	1	A1	0.278	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	32	A1	0.968	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	41	A1	0.986	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	11	A1	0.824	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	23	A1	0.896	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	4	A1	0.453	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	23	A1	0.907	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	8	A1	0.546	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	22	A1	0.827	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	14	A1	0.798	20	Acarbose	25	DMSO
A1_Plate_1	Plate_1	26	A1	0.929	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	47	A1	0.99	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	0	A1	0.24	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	20	A1	0.881	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	3	A1	0.373	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	21	A1	0.886	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	17	A1	0.876	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	23	A1	0.901	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	22	A1	0.89	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	3	A1	0.381	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	0	A1	0.226	4	Acarbose	25	DMSO
A1_Plate_1	Plate_1	12	A1	0.843	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	15	A1	0.858	17	Acarbose	25	DMSO
A1_Plate_1	Plate_1	0	A1	0.225	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	48	A1	0.991	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	8	A1	0.663	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	12	A1	0.814	14	Acarbose	25	DMSO
A1_Plate_1	Plate_1	4	A1	0.388	10	Acarbose	25	DMSO
A1_Plate_1	Plate_1	1	A1	0.327	7	Acarbose	25	DMSO
A1_Plate_2	Plate_2	20	A1	0.716	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	31	A1	0.821	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	4	A1	0.686	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	17	A1	0.786	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	9	A1	0.767	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	6	A1	0.697	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	0	A1	0.257	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	23	A1	0.726	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	9	A1	0.764	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	17	A1	0.686	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	47	A1	0.867	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	9	A1	0.644	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	3	A1	0.281	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	9	A1	0.813	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	36	A1	0.839	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	19	A1	0.799	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	22	A1	0.667	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	21	A1	0.75	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	11	A1	0.733	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	12	A1	0.758	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	28	A1	0.813	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	23	A1	0.807	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	2	A1	0.545	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	3	A1	0.567	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	13	A1	0.76	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	14	A1	0.755	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	22	A1	0.795	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	19	A1	0.68	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	7	A1	0.746	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	1	A1	0.391	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	1	A1	0.38	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	33	A1	0.828	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	20	A1	0.797	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	6	A1	0.495	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	4	A1	0.651	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	12	A1	0.786	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	3	A1	0.558	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	11	A1	0.758	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	1	A1	0.206	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	21	A1	0.741	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	10	A1	0.73	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	0	A1	0.261	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	0	A1	0.258	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	17	A1	0.74	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	8	A1	0.753	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	35	A1	0.836	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	8	A1	0.756	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	1	A1	0.377	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	22	A1	0.75	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	14	A1	0.806	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	0	A1	0.192	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	0	A1	0.265	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	38	A1	0.847	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	23	A1	0.748	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	16	A1	0.755	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	17	A1	0.724	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	8	A1	0.732	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	15	A1	0.751	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	14	A1	0.786	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	4	A1	0.679	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	19	A1	0.73	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	8	A1	0.614	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	12	A1	0.822	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	15	A1	0.729	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	39	A1	0.851	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	13	A1	0.763	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	7	A1	0.704	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	15	A1	0.749	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	23	A1	0.798	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	21	A1	0.716	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	17	A1	0.751	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	2	A1	0.531	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	23	A1	0.666	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	21	A1	0.673	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	14	A1	0.692	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	37	A1	0.844	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	10	A1	0.821	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	24	A1	0.81	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	12	A1	0.761	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	13	A1	0.786	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	5	A1	0.733	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	7	A1	0.716	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	22	A1	0.744	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	32	A1	0.825	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	16	A1	0.787	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	0	A1	0.26	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	11	A1	0.677	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	2	A1	0.505	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	46	A1	0.866	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	27	A1	0.811	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	14	A1	0.733	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	3	A1	0.614	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	19	A1	0.787	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	41	A1	0.856	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	6	A1	0.761	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	30	A1	0.818	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	6	A1	0.716	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	6	A1	0.717	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	19	A1	0.749	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	18	A1	0.79	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	18	A1	0.787	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	17	A1	0.795	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	1	A1	0.378	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	14	A1	0.759	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	12	A1	0.736	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	23	A1	0.753	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	4	A1	0.61	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	20	A1	0.79	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	12	A1	0.686	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	6	A1	0.705	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	42	A1	0.858	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	16	A1	0.745	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	16	A1	0.809	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	43	A1	0.862	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	2	A1	0.516	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	0	A1	0.24	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	13	A1	0.734	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	29	A1	0.816	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	11	A1	0.773	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	5	A1	0.661	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	21	A1	0.729	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	18	A1	0.749	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	14	A1	0.759	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	13	A1	0.695	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	24	A1	0.723	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	5	A1	0.679	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	49	A1	0.871	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	22	A1	0.717	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	10	A1	0.752	7	Donepezil	25	DMSO
A1_Plate_2	Plate_2	16	A1	0.688	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	20	A1	0.729	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	44	A1	0.863	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	22	A1	0.725	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	22	A1	0.804	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	20	A1	0.738	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	11	A1	0.785	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	9	A1	0.721	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	21	A1	0.791	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	18	A1	0.723	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	4	A1	0.343	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	8	A1	0.748	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	7	A1	0.734	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	25	A1	0.805	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	10	A1	0.772	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	13	A1	0.81	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	18	A1	0.681	0	Donepezil	25	DMSO
A1_Plate_2	Plate_2	5	A1	0.669	10	Donepezil	25	DMSO
A1_Plate_2	Plate_2	5	A1	0.707	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	4	A1	0.59	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	3	A1	0.628	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	21	A1	0.801	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	8	A1	0.804	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	16	A1	0.743	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	13	A1	0.764	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	48	A1	0.868	14	Donepezil	25	DMSO
A1_Plate_2	Plate_2	18	A1	0.735	20	Donepezil	25	DMSO
A1_Plate_2	Plate_2	9	A1	0.752	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	10	A1	0.754	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	6	A1	0.751	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	11	A1	0.826	17	Donepezil	25	DMSO
A1_Plate_2	Plate_2	1	A1	0.35	4	Donepezil	25	DMSO
A1_Plate_2	Plate_2	16	A1	0.726	10	Donepezil	25	DMSO
